icao24,callsign,origin_country,longitude,latitude,velocity,baro_altitude,geo_altitude,vertical_rate,hour,delay_seconds
a8bc71,JBU1067 ,United States,-77.4875,34.8719,210.98,10972.8,11224.26,0.33,14,0
aba60f,N85LX   ,United States,-93.4892,37.5257,171.37,10721.34,11003.28,-7.48,14,0
acd949,N927ML  ,United States,-80.7805,27.3955,85.85,2049.78,2141.22,0.0,14,1
aadfe9,N80EA   ,United States,-80.9238,29.7245,232.65,10104.12,10507.98,-7.15,14,1
ac0cae,N876AP  ,United States,-87.4199,36.6386,31.98,320.04,335.28,1.95,14,0
a44238,UAL2181 ,United States,-86.7165,32.3557,272.54,11277.6,11673.84,0.0,14,4
a3489f,AAL2861 ,United States,-117.7358,33.8431,98.31,1379.22,1432.56,-6.83,14,0
a6e3ee,N543JW  ,United States,-111.8973,41.8628,65.39,2255.52,2331.72,0.33,14,0
abb94f,SWA1994 ,United States,-92.5261,35.9,214.15,12192.0,12519.66,0.0,14,0
a810c8,N619GE  ,United States,-117.5894,33.4343,16.73,259.08,259.08,0.33,14,0
a87361,N64344  ,United States,-88.4075,30.4572,53.29,883.92,922.02,-5.2,14,4
a1f595,SWA1144 ,United States,-112.0022,33.4334,0.0,,,,14,0
0d09be,VOI761  ,Mexico,-100.2671,26.8634,213.9,11582.4,12169.14,0.0,14,0
a2abce,N271SL  ,United States,-89.8375,35.526,53.66,609.6,647.7,-1.63,14,0
0d09bf,VOI1822 ,Mexico,-118.6212,33.83,226.65,10965.18,11430.0,0.0,14,0
aa104e,AMX409  ,United States,-79.6403,36.9331,226.99,11574.78,11734.8,-0.33,14,0
a44224,N3736K  ,United States,-94.3098,34.5974,55.13,3108.96,3200.4,0.33,14,0
ad3fcd,N953AA  ,United States,-97.0053,33.7202,45.41,1569.72,1638.3,1.3,14,1
a31b58,N3HJ    ,United States,-94.2295,42.7343,89.16,3451.86,3467.1,0.0,14,0
abb972,SWA3572 ,United States,-102.4792,40.2532,254.5,11277.6,11643.36,0.0,14,0
a20258,NWX228  ,United States,-97.9911,33.0182,47.72,1417.32,1463.04,-0.33,14,97
a1db63,EPI619  ,United States,-80.8096,28.9768,43.73,1409.7,1485.9,0.0,14,0
ad3fd9,AAL2786 ,United States,-75.7875,38.9455,256.71,8260.08,8214.36,-5.85,14,0
ab3c58,DAL2199 ,United States,-118.7699,39.9709,279.47,10668.0,10957.56,-0.33,14,0
ad3fd6,ASA514  ,United States,-112.1154,35.704,240.95,9753.6,10203.18,0.0,14,0
ac26cf,RPA5628 ,United States,-75.6318,40.6342,182.93,8450.58,8252.46,8.45,14,0
a86064,JIA5058 ,United States,-91.2083,30.7079,128.37,670.56,739.14,-10.4,14,0
a56e0d,SWA2318 ,United States,-95.2013,32.6261,250.58,9509.76,9913.62,9.43,14,0
a8c32a,AAL1513 ,United States,-101.5226,32.3823,227.15,10355.58,10843.26,0.0,14,0
ad9642,ASA390  ,United States,-87.5953,41.8206,268.95,10668.0,10698.48,-0.33,14,1
a0bb7a,N1461E  ,United States,-96.1024,41.19,34.79,274.32,312.42,-3.25,14,2
ade609,JBU1852 ,United States,-83.2598,28.5673,243.31,10668.0,11163.3,0.0,14,0
ad3fde,DAL2866 ,United States,-84.9063,43.4358,173.1,8526.78,8374.38,0.0,14,0
a382b6,DAL1986 ,United States,-110.5499,40.4428,242.85,8557.26,8679.18,3.58,14,0
a44214,UAL1269 ,United States,-97.949,38.756,250.31,11277.6,11620.5,0.0,14,0
a44e59,FFT2745 ,United States,-92.6721,34.9399,214.66,10972.8,11338.56,0.0,14,0
ac8985,DAL787  ,United States,-116.8524,47.5512,203.81,4671.06,4709.16,10.4,14,8
a2fb32,SWA1648 ,United States,-93.7928,36.2108,244.53,11887.2,12214.86,0.0,14,0
a9ef5c,N73938  ,United States,-106.8616,34.6386,35.83,1760.22,1836.42,-3.9,14,0
a1ea70,SWA425  ,United States,-106.995,38.1573,242.23,11277.6,11727.18,-0.33,14,0
a82d29,N626GM  ,United States,-122.4174,38.2083,55.51,243.84,213.36,2.6,14,0
ac252a,SWA2742 ,United States,-97.142,37.98,237.42,11887.2,12237.72,0.0,14,0
abfe42,N872FA  ,United States,-88.0751,41.6089,28.34,304.8,281.94,-3.58,14,3
aa32c6,N75602  ,United States,-86.242,35.8035,51.17,1203.96,1234.44,-0.98,14,0
ad3e36,AAL1820 ,United States,-97.0547,32.9173,69.96,175.26,190.5,-3.25,14,2
ad9ec9,N977MR  ,United States,-96.6603,39.2294,226.66,7010.4,7261.86,-0.33,14,0
a414ea,NDU362  ,United States,-111.3023,32.5025,39.81,746.76,754.38,-2.93,14,5
ab1889,N814DF  ,United States,-111.0791,32.4013,53.62,1752.6,1805.94,-3.58,14,0
a009b9,N101PJ  ,United States,-119.2365,34.2979,139.24,1402.08,1493.52,-4.23,14,14
a1ea74,N222WS  ,United States,-80.8312,35.986,63.22,2255.52,2255.52,0.65,14,0
a83415,N628BG  ,United States,-89.7097,42.4749,120.0,3337.56,3291.84,0.0,14,1
c0730e,ACA667  ,Canada,-67.9327,45.5232,209.92,10972.8,10622.28,-0.33,14,0
ab4bbf,N827KB  ,United States,-89.3584,35.9564,115.79,3573.78,3649.98,-4.88,14,1
a58456,N4547S  ,United States,-86.2544,39.675,138.04,5288.28,5295.9,-0.33,14,0
ab1890,DAL2699 ,United States,-84.2478,39.8493,266.28,11277.6,11346.18,0.0,14,0
c02ff6,ASP574  ,Canada,-112.7331,47.0491,200.14,13716.0,13860.78,0.0,14,253
a72764,N560EX  ,United States,-98.293,29.7718,204.14,6697.98,7018.02,-2.28,14,0
abb5bf,SWA2873 ,United States,-116.5229,33.4943,260.87,9456.42,9875.52,9.43,14,0
ad08f4,N901KC  ,United States,-95.1015,38.8373,46.14,1539.24,1607.82,-4.88,14,0
abfe52,N872FS  ,United States,-105.0082,40.4425,31.08,1463.04,1516.38,-0.33,14,0
a009c1,N101PS  ,United States,-112.2559,37.3186,83.85,8473.44,8862.06,3.58,14,1
a9672c,ASA392  ,United States,-104.3825,37.3771,257.61,10668.0,11117.58,0.0,14,0
a64df2,EJA505  ,United States,-110.8334,38.742,250.83,12496.8,12915.9,0.33,14,0
a70d37,,United States,-82.3977,28.9588,60.82,563.88,609.6,-1.63,14,3
a33d88,N308FA  ,United States,-75.4762,40.5746,33.41,281.94,220.98,-2.93,14,0
a0a900,UAL1343 ,United States,-99.3198,39.4482,220.4,9753.6,10050.78,0.0,14,0
abb5c9,SKW5966 ,United States,-119.1489,40.7981,253.62,10675.62,10919.46,0.33,14,0
a3579c,N314VV  ,United States,-94.14,41.8027,39.3,449.58,510.54,-1.95,14,0
aacb2f,N795GA  ,United States,-75.0207,39.5208,61.54,815.34,731.52,-0.33,14,0
ab65ec,ROK30   ,United States,-111.7043,33.4749,45.94,655.32,647.7,3.9,14,0
a0a903,UAL1981 ,United States,-106.3505,39.4209,255.25,11887.2,12268.2,0.0,14,0
aad229,N797BK  ,United States,-95.2093,32.7344,167.14,8229.6,8580.12,0.0,14,1
a38ad5,JBU654  ,United States,-71.0153,42.3672,0.0,,,,14,0
abeb31,SWA1725 ,United States,-118.2323,33.7207,140.16,2049.78,2110.74,6.83,14,0
a2c1b6,ENY4095 ,United States,-107.6107,45.1346,236.03,7482.84,7665.72,7.15,14,0
a76df1,UPS94   ,United States,-86.5511,38.9197,153.18,7010.4,7109.46,0.0,14,0
ac6bd0,AXEL90  ,United States,-106.3108,31.9572,96.11,1882.14,1965.96,-4.88,14,0
aa2bc2,UAL381  ,United States,-87.8904,41.9854,5.92,,,,14,0
a894c0,N652GB  ,United States,-80.4894,34.9889,248.17,9959.34,10210.8,-11.38,14,0
aa2bc1,UAL1818 ,United States,-76.7066,36.9232,197.31,10203.18,10309.86,4.55,14,0
a3311b,JBU449  ,United States,-74.0504,41.179,213.35,10972.8,10759.44,0.0,14,0
a4b470,DAL75   ,United States,-84.4264,33.6401,2.31,,,,14,12
a904a6,EJA680  ,United States,-76.477,40.0344,176.98,13106.4,13045.44,0.0,14,0
a82d3f,N626HJ  ,United States,-71.8475,39.8572,208.39,5379.72,5234.94,-4.55,14,15
a76df8,AAL1051 ,United States,-89.9965,34.9944,255.29,10058.4,10378.44,0.0,14,1
ac2555,CXK1077 ,United States,-111.6689,33.1931,71.02,853.44,868.68,-2.28,14,0
acd5ba,N926PA  ,United States,-80.6832,28.3879,51.94,396.24,426.72,-1.63,14,0
a72789,VLY33   ,United States,-83.987,35.8111,0.0,,,,14,0
a271e4,N257EA  ,United States,-112.9888,33.2086,43.9,2552.7,2689.86,0.0,14,0
c023bd,ACA10   ,Canada,-79.5546,43.7045,74.97,518.16,403.86,-4.23,14,0
ad4531,N954TE  ,United States,-97.6546,32.5074,61.35,762.0,822.96,0.98,14,0
a2378c,N242BF  ,United States,-111.6987,40.106,38.56,1920.24,1965.96,0.65,14,0
aa8e48,N78BB   ,United States,-88.0805,41.7045,97.92,518.16,502.92,-1.3,14,0
aa8e47,N78BA   ,United States,-81.1811,32.2834,61.05,1615.44,1630.68,5.53,14,0
c023b7,ACA304  ,Canada,-75.3647,44.8684,228.89,7421.88,7132.32,-9.75,14,0
a33d68,DAL2646 ,United States,-71.0008,42.3287,92.81,792.48,670.56,8.45,14,0
a1f11d,AAY734  ,United States,-111.0464,33.7059,164.96,3474.72,3657.6,-5.2,14,1
a009a4,AAL382  ,United States,-118.4065,33.9415,0.0,,,,14,1
ac85ee,SKW4694 ,United States,-104.4985,39.874,146.15,3505.2,3634.74,-6.83,14,0
a0817c,UAL1855 ,United States,-112.1642,37.6937,270.0,10058.4,10447.02,0.0,14,0
a0e47b,N157D   ,United States,-121.2206,37.9199,65.26,472.44,464.82,5.85,14,1
a05910,SKW6007 ,United States,-81.9118,35.011,248.69,7459.98,7688.58,-10.08,14,0
acd5ad,AAL3097 ,United States,-97.8697,30.45,232.75,9753.6,10226.04,0.0,14,0
3475d4,IBE26HM ,Spain,-70.7592,46.2973,232.52,11582.4,11231.88,0.0,14,0
aa2ba1,UAL726  ,United States,-91.896,38.9033,201.76,10972.8,11209.02,0.0,14,0
aa8e2e,N78AA   ,United States,-84.5267,34.2046,82.83,1021.08,1036.32,0.33,14,0
abb5e2,SWA695  ,United States,-90.8763,30.1106,166.93,2781.3,2918.46,-2.28,14,0
abb5e3,SKW4702 ,United States,-115.3377,35.6933,257.46,11277.6,11750.04,0.0,14,0
a5cd5e,N473MM  ,United States,-104.6686,40.4461,110.47,7002.78,7269.48,6.5,14,0
abb5e7,SKW5336 ,United States,-118.3802,33.9238,175.71,3497.58,3627.12,11.05,14,0
a33193,N3047Z  ,United States,-121.9166,47.5924,45.67,396.24,358.14,-0.65,14,0
a4ad24,N400FF  ,United States,-104.704,38.1526,188.32,12192.0,12633.96,0.0,14,0
abb5ea,SKW4693 ,United States,-97.4261,38.8118,245.95,11277.6,11628.12,0.0,14,1
abb5ec,SKW5269 ,United States,-100.843,40.5302,213.45,10668.0,10988.04,0.0,14,0
a03304,N1115U  ,United States,-122.9319,47.4398,40.18,944.88,891.54,1.3,14,0
ac0b4e,N8750N  ,United States,-94.3524,38.9526,43.36,373.38,533.4,-1.95,14,0
a5e714,N48JM   ,United States,-86.7955,36.1183,134.79,7559.04,7787.64,10.73,14,0
addba6,N992SE  ,United States,-95.0595,34.8683,79.63,2689.86,2766.06,0.0,14,0
ac0b74,SWA1470 ,United States,-95.203,41.6001,201.35,12192.0,12412.98,0.0,14,0
adf5ab,N999SJ  ,United States,-97.5722,30.4,5.66,,,,14,0
a59750,N46AP   ,United States,-97.0605,31.1965,58.9,1036.32,1089.66,-1.3,14,0
abb5fb,N8538P  ,United States,-95.4443,31.7616,89.09,1280.16,1402.08,-3.25,14,0
ad3e82,N9520W  ,United States,-80.72,26.6893,37.38,1737.36,1836.42,-0.65,14,0
a15f32,RGY188  ,United States,-121.1418,43.356,230.28,10363.2,10523.22,-0.33,14,1
abfe7e,HOB2    ,United States,-101.9357,31.4191,224.21,13106.4,13624.56,-0.33,14,0
abeb57,SWA2939 ,United States,-112.6418,35.6977,239.22,10858.5,11330.94,5.2,14,2
ac72e4,AAL3269 ,United States,-87.4671,28.7149,204.07,10370.82,10858.5,0.0,14,0
a1c90c,N214GZ  ,United States,-85.1048,32.7456,60.52,891.54,952.5,1.95,14,0
a5e72d,DCM4121 ,United States,-110.0449,35.9734,220.32,11704.32,12207.24,-5.53,14,0
a03f24,DAL2455 ,United States,-98.8773,40.374,206.71,10965.18,11292.84,-0.33,14,0
a56a18,UAL1749 ,United States,-109.7448,33.7986,221.36,10957.56,11490.96,0.0,14,4
a05940,AAL3245 ,United States,-112.5078,33.3103,163.05,3733.8,3916.68,-4.23,14,0
ad8bed,JBU1801 ,United States,-75.2947,37.7874,202.08,10957.56,10980.42,0.0,14,0
a5e739,,United States,-116.9933,32.574,83.46,381.0,243.84,14.31,14,0
a5e738,N48KY   ,United States,-117.3252,34.6549,171.87,4549.14,4732.02,-0.98,14,0
a03f1e,DAL877  ,United States,-93.9727,45.1124,167.24,4930.14,4892.04,11.7,14,1
a4b423,VAR402  ,United States,-112.0879,33.031,71.6,1630.68,1691.64,-0.65,14,0
a5d400,N475DH  ,United States,-86.1411,40.6895,163.62,13106.4,13167.36,0.0,14,0
ac72f7,TAI523  ,United States,-117.2526,33.0398,252.69,7917.18,8282.94,5.85,14,0
ae5e85,CRSBOW11,United States,-78.3553,34.6387,122.87,739.14,701.04,0.33,14,0
a44a61,DAL1849 ,United States,-82.2085,31.6681,254.05,10668.0,11071.86,0.0,14,0
ac0b96,SWA1220 ,United States,-124.7251,36.9856,196.73,10668.0,10896.6,0.0,14,1
a129ba,N174TH  ,United States,-81.3217,28.5966,45.72,304.8,365.76,-1.3,14,0
a68a12,N520MS  ,United States,-117.3785,33.7391,36.12,1501.14,1554.48,-0.65,14,0
a09fc4,UAL2127 ,United States,-91.3763,41.638,282.92,11887.2,12024.36,-0.33,14,0
a0a91f,UAL1213 ,United States,-77.6356,35.5357,226.5,9144.0,9326.88,0.0,14,0
a414fb,DAL1612 ,United States,-84.639,40.4794,208.08,10363.2,10424.16,0.0,14,0
a667e8,SCX3050 ,United States,-86.0156,35.9493,259.75,11292.84,11574.78,0.0,14,0
a6ed08,N5451P  ,United States,-97.8102,33.272,79.98,2446.02,2560.32,-2.6,14,0
a0d18f,N1519X  ,United States,-75.4658,40.6374,28.97,586.74,502.92,3.25,14,0
a009da,EJA101  ,United States,-84.4266,39.1042,4.37,,,,14,0
acd5ec,RGY926  ,United States,-110.9914,39.0662,193.55,12192.0,12618.72,0.0,14,0
a29908,ASA655  ,United States,-123.1022,40.4363,214.56,10668.0,10835.64,0.0,14,0
a57d4d,N453AM  ,United States,-79.5845,36.997,221.87,9745.98,9921.24,0.33,14,0
a129c8,N174TX  ,United States,-81.5789,28.6868,39.57,152.4,205.74,-3.9,14,2
a68a06,N520ME  ,United States,-80.0468,40.5904,59.02,731.52,662.94,-0.33,14,99
ad92cf,TYSON59 ,United States,-93.3043,34.8793,252.0,10668.0,11010.9,-0.33,14,0
ac259b,DAL2419 ,United States,-120.3469,46.5454,208.87,10812.78,10911.84,-4.88,14,0
a51ac6,EJA428  ,United States,-90.0277,30.0351,0.0,,,,14,2
a0a923,UCA4307 ,United States,-89.8433,30.5258,246.45,8229.6,8595.36,-10.4,14,0
a3094d,AAY718  ,United States,-107.3079,37.5477,240.46,11277.6,11750.04,0.0,14,0
a3ef0c,N3523R  ,United States,-97.0328,32.625,49.9,723.9,762.0,-0.65,14,1
a0a96c,UCA4938 ,United States,-77.4414,38.9481,0.0,,,,14,2
a761fc,N575LF  ,United States,-79.9928,40.5298,51.76,762.0,693.42,0.65,14,0
a369e7,SKW3813 ,United States,-88.1019,43.0974,265.19,11277.6,11269.98,0.0,14,0
a0efdf,FST16   ,United States,-119.7337,34.4476,209.56,10668.0,11079.48,0.0,14,0
a369e2,LVA319  ,United States,-111.8515,34.8461,224.38,14325.6,14813.28,0.33,14,1
a1663d,BLKWG01 ,United States,-83.3912,32.556,54.14,403.86,449.58,-0.65,14,1
abf0ca,N869FG  ,United States,-75.0972,40.3338,27.99,434.34,342.9,-3.25,14,8
a33ca9,JBU717  ,United States,-72.8359,40.8907,142.1,3680.46,3512.82,-4.23,14,1
a116dd,N17AJ   ,United States,-97.4351,32.8997,54.79,822.96,845.82,-1.95,14,97
a33ca5,N3077E  ,United States,-91.702,35.1783,52.6,1501.14,1554.48,-2.28,14,0
a30961,EDV5518 ,United States,-76.7994,37.4557,233.12,4290.06,4244.34,0.65,14,1
c02494,WJA2221 ,Canada,-95.7287,34.1901,225.44,11277.6,11689.08,0.0,14,0
a9f1c2,N74SA   ,United States,-70.7037,41.9262,53.29,335.28,236.22,-3.58,14,0
ad935b,JBU1492 ,United States,-82.5409,27.9693,10.8,,,,14,0
ae63da,FAST35  ,United States,-93.4934,37.484,177.3,4297.68,4442.46,26.66,14,0
a904f5,N680TW  ,United States,-108.6005,45.9297,94.0,3032.76,3086.1,0.0,14,0
a9ead4,N738XD  ,United States,-117.6141,33.9737,31.39,213.36,220.98,-3.58,14,1
a15302,DCM4131 ,United States,-97.2733,32.7108,226.17,11887.2,12352.02,0.0,14,0
a0330a,UCA4277 ,United States,-95.5282,29.8629,139.9,2103.12,2209.8,-6.18,14,0
a7890e,LXJ585  ,United States,-92.5648,37.2567,229.96,13106.4,13388.34,0.0,14,0
a04653,N117BF  ,United States,-112.2887,41.4282,39.73,2179.32,2247.9,0.33,14,0
ac10fe,N877GS  ,United States,-112.4296,40.1996,79.84,3451.86,3535.68,0.0,14,0
a54954,N44LX   ,United States,-95.8929,36.2985,0.9,,,,14,0
ac10ff,N877GT  ,United States,-83.8557,35.9683,33.82,327.66,358.14,-3.58,14,0
a6b90b,N532ND  ,United States,-114.9422,35.6079,63.81,1424.94,1455.42,1.63,14,0
ab78b1,,United States,-94.424,39.1145,57.11,693.42,685.8,1.95,14,0
e80473,TAM8087 ,Chile,-114.4616,31.9072,263.06,10058.4,10530.84,-0.33,14,0
a369be,ENY3383 ,United States,-92.8569,29.4752,199.87,10363.2,10835.64,0.0,14,31
a95469,N70YP   ,United States,-91.2496,38.5237,211.2,12496.8,12717.78,-0.33,14,0
addc7d,N9920V  ,United States,-87.2481,30.5042,41.81,579.12,640.08,3.25,14,0
a02c40,AAL2473 ,United States,-104.5026,36.6267,223.57,10972.8,11430.0,0.33,14,5
a26c12,SWA1852 ,United States,-105.1934,39.6942,191.77,4945.38,5120.64,14.31,14,0
ac98a0,N910WA  ,United States,-85.6621,38.4386,64.44,2080.26,2080.26,4.88,14,0
a03331,UCA4854 ,United States,-83.9901,35.8084,0.0,,,,14,0
a81a83,TCF621  ,United States,-80.5234,27.811,44.8,129.54,182.88,-3.9,14,0
a45186,N378AC  ,United States,-122.1161,37.6556,27.99,91.44,53.34,4.23,14,0
a03f84,RPA4678 ,United States,-78.1785,42.6885,261.12,10058.4,9806.94,0.0,14,0
a0a967,UCA4959 ,United States,-77.4421,38.9482,0.0,,,,14,1
a2bc47,N2756P  ,United States,-96.4012,46.6993,56.65,647.7,655.32,0.0,14,0
ab1842,ASA657  ,United States,-122.8743,42.1495,205.84,11277.6,11430.0,0.33,14,1
a2e97e,N287RL  ,United States,-96.1219,41.1817,121.89,8130.54,8305.8,3.58,14,0
a1f0a6,N224JA  ,United States,-111.6663,40.1216,39.21,1584.96,1630.68,1.3,14,0
a7fa26,FFL1197 ,United States,-117.1079,46.7444,2.83,,,,14,0
ad5817,SWA143  ,United States,-102.923,40.2941,251.09,11277.6,11635.74,0.33,14,0
a5e78c,DCM1010 ,United States,-80.8654,29.1297,143.24,5486.4,5775.96,-0.33,14,0
a1668f,N19HP   ,United States,-84.5037,39.3581,41.52,274.32,243.84,-6.5,14,0
a4b493,N402FG  ,United States,-117.4226,33.7545,52.79,1943.1,2019.3,0.0,14,0
a87aaa,N64532  ,United States,-89.7035,37.1712,51.82,1463.04,1501.14,-0.65,14,0
aaf839,N806AT  ,United States,-95.3698,30.3447,57.93,822.96,883.92,2.28,14,1
a2cf5a,PWR1    ,United States,-94.0594,42.006,211.07,12496.8,12656.82,0.0,14,0
a1f0a9,N224JD  ,United States,-89.4225,34.9411,149.61,4617.72,4770.12,9.75,14,0
a1a351,CXK470  ,United States,-83.545,42.2341,2.31,,,,14,0
ab5ec1,N8312T  ,United States,-118.2573,33.8894,24.86,182.88,167.64,0.98,14,0
a6ed61,UAL2465 ,United States,-107.3781,39.6943,203.93,9738.36,10149.84,0.0,14,2
aaf82d,CNS308  ,United States,-82.521,27.9682,2.06,,,,14,0
ac382e,DAL790  ,United States,-78.4551,28.7561,230.31,11277.6,11757.66,0.0,14,243
a34fec,N312TD  ,United States,-94.4732,35.6856,60.42,1638.3,1684.02,2.6,14,0
a26025,ENY4169 ,United States,-80.9523,26.2835,226.92,9570.72,10104.12,5.85,14,0
a4ad9e,N400LC  ,United States,-99.2868,37.8785,248.67,9555.48,9898.38,-5.2,14,8
a0205c,SKW5623 ,United States,-97.6841,44.8102,269.4,11087.1,11178.54,4.23,14,0
ab184d,AAL2718 ,United States,-83.2272,35.7584,193.28,6530.34,6675.12,9.1,14,0
c01d5e,CFLDD   ,Canada,-121.3073,36.6577,136.03,2590.8,2636.52,-6.5,14,0
aa7b78,SWA1995 ,United States,-90.3579,38.7378,0.0,,,,14,9
a356db,DAL2364 ,United States,-88.7455,37.6423,206.52,10355.58,10607.04,-0.33,14,0
a2600f,N252MR  ,United States,-105.0044,40.4417,5.66,,,,14,0
a81a28,N621CB  ,United States,-123.18,44.9366,71.36,563.88,502.92,-5.53,14,0
a2d62c,N282HV  ,United States,-94.6332,31.9031,196.31,10942.32,11384.28,-7.15,14,0
ab4ba6,JBU1252 ,United States,-80.1378,34.6615,247.67,11887.2,12176.76,-0.33,14,0
ad3e16,SWA1647 ,United States,-82.8719,39.9916,67.52,259.08,251.46,-3.9,14,0
ac250b,SWA3283 ,United States,-114.92,36.1481,156.14,2476.5,2552.7,13.33,14,0
a04692,DAL1724 ,United States,-79.1253,38.87,190.08,10972.8,11026.14,0.33,14,0
a21cd5,N235U   ,United States,-86.6614,39.6902,213.14,13106.4,13228.32,-0.33,14,0
ab9b13,AAL720  ,United States,-87.2173,33.1705,200.55,10972.8,11330.94,0.0,14,1
485343,KLM759  ,Kingdom of the Netherlands,-80.2412,30.8694,239.34,11582.4,12024.36,-0.33,14,0
a9673c,N705BB  ,United States,-90.8046,38.9035,141.26,1219.2,1234.44,-8.13,14,0
abaeb2,SWA1064 ,United States,-110.7333,34.3781,192.91,8001.0,8389.62,-9.43,14,0
a04695,DAL883  ,United States,-86.7914,42.2508,197.39,10347.96,10340.34,0.33,14,0
a03369,N1118Q  ,United States,-112.0202,41.0389,48.91,1950.72,1981.2,-1.95,14,0
aa8e93,N78EB   ,United States,-101.8936,33.6605,97.61,1386.84,1447.8,-3.9,14,0
a30985,N295RA  ,United States,-120.6977,37.7323,77.81,1706.88,1752.6,-1.95,14,1
a71497,N55515  ,United States,-112.3753,33.2842,44.45,1318.26,1348.74,3.9,14,1
aade42,N8MD    ,United States,-116.4161,33.9786,101.19,6256.02,6530.34,10.73,14,0
a87acd,N64542  ,United States,-101.9158,31.8437,54.34,1775.46,1828.8,-2.93,14,0
a27f85,N260FL  ,United States,-74.5516,40.2101,44.09,320.04,266.7,-3.25,14,0
c00a70,CFDYT   ,Canada,-80.9938,43.0356,82.58,990.6,899.16,-0.98,14,5
a7c4da,N6ZP    ,United States,-117.0444,34.0249,44.78,1912.62,1973.58,1.95,14,0
a87ad8,N6455C  ,United States,-101.6764,31.9231,76.62,2011.68,2080.26,1.95,14,0
a904cd,N680SF  ,United States,-79.9637,27.148,142.75,1935.48,2011.68,-9.75,14,0
a0f6fb,N161SF  ,United States,-90.38,39.081,55.34,426.72,457.2,0.33,14,0
a0dcf2,N155BY  ,United States,-117.993,33.8695,45.31,114.3,106.68,5.2,14,0
485f82,KLM272  ,Kingdom of the Netherlands,-81.1828,34.6484,282.08,10668.0,10942.32,-0.33,14,0
ac384a,ERU887  ,United States,-81.0443,29.3042,49.05,487.68,541.02,-2.6,14,0
a2bc12,UAL1464 ,United States,-90.6099,42.9525,198.64,7216.14,7223.76,8.45,14,0
abfe1c,DAL2651 ,United States,-111.9931,40.7841,5.92,,,,14,0
a14c70,EDV4962 ,United States,-93.3244,44.9739,119.75,1752.6,1722.12,21.13,14,0
406591,BAW21B  ,United Kingdom,-104.7368,40.9708,228.08,11582.4,11955.78,0.0,14,1
a29982,N267FG  ,United States,-74.9816,40.3391,36.41,784.86,693.42,-0.65,14,15
a894f2,JBU1761 ,United States,-80.239,26.7973,104.29,1135.38,1211.58,-0.33,14,1
ab52a2,DAL634  ,United States,-113.7855,34.5461,214.78,10972.8,11475.72,-0.33,14,0
a26008,N252MJ  ,United States,-94.5407,30.7519,88.56,4206.24,4404.36,0.0,14,68
a2d61f,N282HG  ,United States,-97.1807,33.6317,45.11,487.68,533.4,1.95,14,12
a26006,NIT252  ,United States,-83.3436,31.9165,64.04,1264.92,1295.4,-1.63,14,0
a223ba,ENY4157 ,United States,-103.3625,36.2718,211.91,10363.2,10789.92,0.0,14,117
abb5a5,ASH6262 ,United States,-105.4172,31.7117,230.85,10668.0,11216.64,-0.33,14,0
ad08bd,SKW5173 ,United States,-87.8901,42.0028,65.34,259.08,220.98,-3.58,14,0
a02047,N107SB  ,United States,-103.3536,32.7897,208.91,7528.56,7909.56,3.9,14,2
a904d5,N680SP  ,United States,-82.2133,30.5102,214.53,11582.4,12024.36,0.0,14,3
a2d626,N282HP  ,United States,-116.7612,32.8356,52.08,1127.76,1158.24,0.98,14,0
a489d9,N3917M  ,United States,-77.3191,37.5331,44.29,190.5,129.54,-1.63,14,0
ac1e2d,DAL813  ,United States,-109.9365,34.6783,219.65,10363.2,10858.5,0.0,14,0
a33cb5,N3077W  ,United States,-88.8689,42.3418,75.38,1226.82,1188.72,-2.6,14,0
a34fe6,SKW3772 ,United States,-84.3031,30.6722,169.99,10363.2,10797.54,-0.33,14,0
a02c94,DAL1008 ,United States,-75.752,38.0884,200.91,9151.62,9189.72,0.0,14,0
a46fad,UPS2190 ,United States,-97.1185,40.3633,266.8,10675.62,10957.56,0.0,14,0
a02c91,DAL417  ,United States,-96.8813,32.7684,151.53,2522.22,2636.52,15.28,14,0
a369ee,AAL2941 ,United States,-81.0562,25.6957,203.75,6179.82,6499.86,8.45,14,0
ad9ea0,LTA977  ,United States,-80.175,32.7299,49.48,571.5,594.36,0.0,14,0
abb5a1,ASH4041 ,United States,-95.0645,30.3578,183.15,4602.48,4838.7,10.4,14,1
aa7b54,SWA2202 ,United States,-92.482,39.4437,263.43,11887.2,12108.18,0.0,14,1
abb5a2,,United States,-97.5986,35.3962,1.54,,,,14,4
a76f67,UAL1434 ,United States,-105.8951,38.0172,217.13,10363.2,10782.3,0.0,14,0
a76f66,UAL1354 ,United States,-122.387,37.6276,5.66,,,,14,8
a69ccb,N525PE  ,United States,-90.1081,38.481,128.04,1607.82,1645.92,-11.7,14,0
a966b2,CONGO65 ,United States,-104.8115,38.9738,58.52,3063.24,3185.16,5.53,14,0
abaf3a,ERU852  ,United States,-81.1058,29.3032,28.85,-45.72,7.62,-3.25,14,0
aaf6d5,N8050N  ,United States,-81.19,29.619,74.42,2621.28,2766.06,0.0,14,0
a95fbe,ASA785  ,United States,-121.043,43.3685,235.06,10972.8,11125.2,0.0,14,0
a76f68,UAL1431 ,United States,-119.3177,33.152,201.84,7620.0,7924.8,5.85,14,2
a0208b,N107UV  ,United States,-111.8783,40.1674,48.97,2484.12,2583.18,2.6,14,0
ab664e,,United States,-118.4912,34.2064,5.4,,,,14,0
