icao24,callsign,origin_country,longitude,latitude,velocity,baro_altitude,geo_altitude,vertical_rate,hour,delay_seconds
a5f852,RTY484  ,United States,-105.0056,40.4411,0.0,,,,14,5
a798d1,N589RC  ,United States,-123.1307,43.6342,58.62,2438.4,2377.44,1.95,14,44
ac96b8,AAL3153 ,United States,-94.8111,41.1432,237.87,7002.78,7124.7,10.4,14,1
a8a812,N657PT  ,United States,-121.5866,41.3947,232.67,9448.8,9616.44,0.0,14,0
a6fe0e,N55LB   ,United States,-84.3802,32.0021,202.52,4815.84,5006.34,0.0,14,0
a5cb05,N4721B  ,United States,-81.9965,28.0315,36.54,548.64,640.08,2.93,14,1
408120,VIR47GH ,United Kingdom,-77.0738,45.2926,227.33,11582.4,11269.98,0.0,14,0
ac494e,CMD3    ,United States,-121.2042,38.8042,60.42,342.9,335.28,0.65,14,1
aa56da,UAL1776 ,United States,-85.9598,37.4464,232.64,11277.6,11483.34,-0.33,14,0
a1b2e3,N20858  ,United States,-122.2035,38.2021,50.35,701.04,662.94,-0.98,14,0
a425dd,N36664  ,United States,-111.3625,34.2875,85.22,3177.54,3322.32,0.33,14,0
408121,VIR117F ,United Kingdom,-76.986,39.0016,208.08,11590.02,11559.54,-0.33,14,0
ade18c,AAL1859 ,United States,-113.0481,32.9059,209.49,10363.2,10858.5,0.65,14,1
abd9d9,SWA4431 ,United States,-108.8312,35.4804,217.98,11582.4,12085.32,0.0,14,0
ab6fdd,AAL2879 ,United States,-114.1365,38.2399,257.57,10668.0,11071.86,0.0,14,14
a3b87f,DAL1890 ,United States,-107.214,31.8838,225.53,10980.42,11521.44,0.0,14,0
a34e6a,ENY3780 ,United States,-80.4756,25.7025,124.41,1143.0,1234.44,0.33,14,0
aa56d4,UAL2093 ,United States,-91.3235,42.3389,193.23,11582.4,11673.84,0.0,14,0
a09294,N136MF  ,United States,-84.5153,38.0418,50.99,457.2,464.82,3.9,14,0
a0e279,N156WM  ,United States,-80.2505,25.9983,37.56,-7.62,30.48,-1.95,14,0
a3fefb,N357BV  ,United States,-88.0345,34.8882,240.95,11887.2,12214.86,0.0,14,0
ae0195,TRICK45 ,United States,-89.2675,31.2304,176.92,4183.38,4373.88,0.0,14,1
ac1c29,N88GY   ,United States,-89.6117,41.369,63.28,1798.32,1775.46,-0.33,14,1
a57b43,N452TR  ,United States,-108.6889,41.8725,223.9,13106.4,13426.44,-0.33,14,88
a9a0fb,N7198Q  ,United States,-82.2614,28.2979,44.92,518.16,594.36,-1.3,14,0
aaef60,AAL2872 ,United States,-97.1058,33.2174,121.71,1188.72,1242.06,-0.98,14,0
a3b88e,AAL3241 ,United States,-80.7943,36.3421,224.63,7802.88,7955.28,8.45,14,0
a2e5e3,N286SP  ,United States,-121.8427,38.5204,46.53,579.12,571.5,-0.33,14,0
a36898,DAL1981 ,United States,-81.4391,29.1351,215.2,11277.6,11788.14,0.0,14,0
acdfa3,ASA442  ,United States,-83.3991,41.8151,299.4,10668.0,10568.94,0.0,14,1
a282e8,N261CB  ,United States,-96.4088,35.9541,75.32,1005.84,1074.42,-0.33,14,0
a798f5,N589SP  ,United States,-121.1667,44.6376,40.68,937.26,899.16,-1.95,14,0
ad3c16,AAL3090 ,United States,-87.0523,31.6862,270.65,11277.6,11696.7,0.0,14,1
a5954e,UAL3049 ,United States,-101.4474,42.3468,275.56,10668.0,10934.7,0.0,14,0
a71e53,BPX269  ,United States,-80.3854,25.998,44.32,487.68,533.4,0.65,14,0
aa9300,UAL804  ,United States,-95.0632,48.2465,303.38,11277.6,11155.68,0.0,14,0
a22235,N23675  ,United States,-82.3842,34.0688,44.67,1341.12,1325.88,0.65,14,1
a305e2,N294RW  ,United States,-90.705,42.405,0.0,,,,14,6
ae1fbf,BELLS17 ,United States,-85.5641,31.0335,46.35,533.4,594.36,-2.6,14,15
c06a11,TLK324  ,Canada,-95.5298,37.2116,185.24,12496.8,12824.46,0.0,14,0
ab165c,N813V   ,United States,-80.1492,26.685,77.25,182.88,228.6,-4.88,14,0
ab63bc,N833CL  ,United States,-81.5232,30.0379,201.95,10736.58,11178.54,-7.48,14,0
a175fa,N1932M  ,United States,-115.1631,36.0816,7.72,,,,14,0
a21b44,MXY237  ,United States,-122.3832,37.6244,52.47,-7.62,,0.0,14,0
aa8c10,SKW5878 ,United States,-104.6895,39.6806,104.95,2628.9,2712.72,-5.85,14,1
a6eb12,LXJ545  ,United States,-85.1647,38.1363,265.21,13716.0,13860.78,-0.33,14,0
aaf656,VXP53   ,United States,-107.8234,31.9322,224.08,11582.4,12138.66,0.0,14,0
a08b7c,EJA134  ,United States,-113.5653,35.8244,225.27,11643.36,12161.52,-6.18,14,0
a46e40,DAL1416 ,United States,-84.1801,33.6775,93.97,1280.16,1333.5,-6.83,14,0
aa56b8,UAL642  ,United States,-99.1996,36.103,212.97,10972.8,11376.66,0.33,14,0
a808d7,ATN4304 ,United States,-87.3563,40.9732,271.67,10447.02,10492.74,-13.0,14,1
a57b4d,UAL2625 ,United States,-103.1379,40.3344,201.76,8915.4,9258.3,-5.53,14,0
a6c8cd,VJA536  ,United States,-73.2298,42.9072,200.41,12222.48,11986.26,3.9,14,1
ad5628,DAL3028 ,United States,-82.6483,33.642,241.33,5791.2,6004.56,-0.33,14,0
a1c5e0,ENY3762 ,United States,-84.7022,30.6948,206.89,9144.0,9509.76,0.0,14,0
a33b23,UPS2778 ,United States,-89.2894,36.0016,226.51,10370.82,10622.28,0.0,14,1
ab63d7,DAL1225 ,United States,-84.1183,38.603,256.28,10058.4,10187.94,0.0,14,0
a46e35,DAL1010 ,United States,-78.0421,38.1118,204.77,9753.6,9784.08,0.0,14,0
a33b1e,AAL2833 ,United States,-87.4532,42.0564,120.01,1211.58,1173.48,0.0,14,0
a34215,EDV5513 ,United States,-83.5405,39.7779,259.03,10058.4,10104.12,0.33,14,0
a545fc,EJA439  ,United States,-79.7245,39.1153,235.54,13106.4,13144.5,0.33,14,0
4952ae,TAP237M ,Portugal,-122.6964,38.2939,170.49,5547.36,5669.28,-8.78,14,1
ac2f83,SWA499  ,United States,-96.8723,32.8589,80.76,167.64,190.5,-3.9,14,1
a03d00,FFL1532 ,United States,-74.3005,40.4418,68.7,662.94,571.5,-0.65,14,0
ae6309,BLZR299 ,United States,-98.7801,28.0734,194.88,3642.36,3840.48,-1.3,14,0
ae6307,BLZR297 ,United States,-97.8093,27.6904,161.74,1501.14,1584.96,-8.13,14,1
ae26be,C6607   ,United States,-74.5619,39.278,66.98,152.4,76.2,-0.33,14,0
ae6308,BLZR298 ,United States,-98.4391,26.8663,234.65,0.0,960.12,1.95,14,0
aadc4a,,United States,-95.2929,30.4498,47.37,693.42,754.38,-0.33,14,1
aaef89,AAL3179 ,United States,-73.8746,40.7755,0.0,,,,14,0
ad4f72,JBU496  ,United States,-71.0173,42.3695,0.0,,,,14,0
a47597,DAL1695 ,United States,-78.6113,36.8759,253.06,8229.6,8351.52,0.0,14,0
ad3c1f,ASA312  ,United States,-97.7045,42.0978,190.75,10005.06,10203.18,6.5,14,0
a1fb99,N227GA  ,United States,-83.3853,35.8445,112.97,4823.46,4945.38,0.0,14,0
a2d2eb,ENY4052 ,United States,-90.3626,38.7428,0.51,,,,14,0
abf008,SWA1749 ,United States,-76.6308,39.392,157.98,2247.9,2164.08,-7.48,14,1
a4d82c,N411DK  ,United States,-111.8105,33.2681,54.94,1005.84,1043.94,-0.33,14,0
a03d19,FFL1215 ,United States,-76.7225,41.5421,263.46,8549.64,8298.18,-11.05,14,0
4952a3,TAP243U ,Portugal,-87.7468,41.9882,71.51,853.44,815.34,-3.25,14,0
acdfcf,N929CD  ,United States,-105.1013,39.9022,0.0,,,,14,0
a7b048,N595DC  ,United States,-91.7773,30.4306,182.54,8641.08,9037.32,7.15,14,0
a3559e,N3139W  ,United States,-96.0842,32.4825,70.99,2004.06,2072.64,1.3,14,1
abb3c3,N853PA  ,United States,-95.9172,29.6224,53.51,723.9,784.86,4.23,14,0
a58e1e,SWA1478 ,United States,-114.747,34.772,243.91,12496.8,12984.48,0.33,14,1
a5de18,N47740  ,United States,-96.3582,33.0023,80.36,1341.12,1402.08,0.0,14,0
a2226b,GAQV    ,United States,-122.4026,48.9867,37.3,396.24,335.28,-0.33,14,0
ae13ac,EVIL56  ,United States,-97.9185,36.9183,94.47,2743.2,2865.12,0.65,14,0
ac234f,UAL1915 ,United States,-74.1653,40.7001,1.03,,,,14,0
a39bfa,UAL546  ,United States,-81.2966,41.8696,279.42,11277.6,11087.1,0.0,14,0
a35592,JBU8602 ,United States,-74.0311,45.6771,0.0,,,,14,0
ad5679,DAL2285 ,United States,-84.4323,33.6366,10.8,,,,14,0
aa9f08,N7837R  ,United States,-85.9078,41.7259,64.07,2560.32,2484.12,0.33,14,0
ad90a3,AAL1376 ,United States,-95.0135,38.499,210.17,7033.26,7239.0,5.2,14,0
ac70ab,N900RH  ,United States,-81.1388,41.0137,237.3,4693.92,4564.38,-9.1,14,1
ac70ac,N900RJ  ,United States,-76.0613,41.9047,169.52,7010.4,6774.18,0.0,14,0
a52ba7,,United States,-78.829,33.0632,127.42,5303.52,5494.02,0.0,14,1
ac3688,SWA1663 ,United States,-102.0217,40.5466,210.12,10797.54,11155.68,-4.88,14,0
a0db99,N1541U  ,United States,-98.2657,29.962,28.63,1104.9,1165.86,1.63,14,0
ad3006,EJA949  ,United States,-111.9111,33.6241,0.0,,,,14,145
a9038b,N680DJ  ,United States,-95.7094,41.333,184.63,12192.0,12397.74,0.0,14,0
a59529,N459SP  ,United States,-96.267,32.7357,34.47,274.32,304.8,-4.55,14,0
ae631b,ROKT55  ,United States,-88.9796,30.5322,119.32,2476.5,2606.04,-7.15,14,0
ad9cd9,N9764F  ,United States,-80.6523,26.1503,42.7,335.28,411.48,-2.93,14,0
aae374,N800SG  ,United States,-73.9438,40.872,75.01,365.76,266.7,-0.33,14,0
abfc71,SWA714  ,United States,-97.2028,29.6591,223.79,8001.0,8404.86,10.08,14,0
aae377,SKW4070 ,United States,-96.7088,43.5353,69.06,632.46,670.56,-3.25,14,0
adffe3,SHOOT50 ,United States,-99.1262,35.9938,162.88,4160.52,4358.64,-7.48,14,0
acdfea,N929DF  ,United States,-76.4624,36.7272,80.29,624.84,579.12,-0.98,14,1
aa3199,N756PA  ,United States,-81.6875,28.6695,54.61,213.36,274.32,-0.98,14,0
a2d2cc,N281MG  ,United States,-111.9315,33.6061,63.28,678.18,693.42,5.85,14,0
a34e97,DAL554  ,United States,-115.402,46.5355,260.12,10058.4,10218.42,-0.33,14,540
ae6313,HAWK245 ,United States,-98.0986,26.8598,126.48,4526.28,4762.5,-0.33,14,1
a0e291,N156XL  ,United States,-118.3563,34.1988,6.17,,,,14,0
a3556f,JBU2166 ,United States,-78.8429,35.8458,240.06,10668.0,10873.74,0.0,14,0
ae13b7,FANGS23 ,United States,-98.3884,29.06,111.55,1333.5,1417.32,-0.33,14,1
a4c527,RPA4461 ,United States,-88.1391,39.0932,244.71,9273.54,9448.8,4.23,14,0
a39bf5,N3310Y  ,United States,-93.8359,36.1505,52.9,632.46,655.32,0.0,14,0
ae1feb,KOTA23  ,United States,-96.8573,46.8828,64.32,563.88,563.88,-1.3,14,0
ae630a,BLZR200 ,United States,-98.1465,27.6081,161.41,1813.56,1935.48,-6.18,14,0
a94b51,UAL1945 ,United States,-102.1248,31.2367,226.55,10363.2,10866.12,0.0,14,0
aba149,N849AA  ,United States,-80.1147,26.5847,46.94,182.88,236.22,-2.6,14,0
adda1e,AAL858  ,United States,-103.0579,40.3731,245.51,11369.04,11727.18,-4.88,14,0
ab5169,N8283W  ,United States,-122.5751,47.2851,41.99,198.12,160.02,-3.9,14,0
a94b50,UAL1693 ,United States,-74.8651,42.7587,264.95,10668.0,10378.44,0.0,14,0
c02e9b,JZA812  ,Canada,-77.7508,44.1297,237.58,10668.0,10363.2,0.0,14,0
abad94,SWA1185 ,United States,-103.5192,31.594,222.53,10972.8,11490.96,0.0,14,0
a02a0d,CTX55   ,United States,-84.3693,34.0787,43.47,716.28,746.76,0.33,14,1
a0a734,VJA141  ,United States,-87.4418,35.2606,209.92,13716.0,14013.18,0.0,14,1
3c65a3,DLH452  ,Germany,-105.6416,40.3638,223.4,12192.0,12557.76,0.33,14,0
a94b4b,UAL1647 ,United States,-91.2015,30.0908,191.75,4198.62,4396.74,-8.78,14,1
aae1f7,N800BA  ,United States,-97.6086,29.9779,66.13,1463.04,1524.0,2.93,14,0
adda23,DAL2814 ,United States,-72.6734,41.9497,65.85,121.92,137.16,-2.93,14,0
a5cb6e,N4724B  ,United States,-121.6616,40.9969,53.78,2956.56,2964.18,0.33,14,0
accd69,DAL1560 ,United States,-100.1522,43.7825,261.26,10668.0,10866.12,0.0,14,0
ad3af3,N95111  ,United States,-81.202,32.1217,10.8,-38.1,-22.86,0.33,14,0
c02e8f,JZA923  ,Canada,-79.6092,43.6789,0.0,,,,14,0
ae2776,BULET56 ,United States,-117.1159,32.6179,46.37,464.82,464.82,0.65,14,0
4b1886,SWR17K  ,Switzerland,-73.7925,40.642,0.0,,,,14,5
4b1887,SWR64E  ,Switzerland,-78.2578,31.5628,228.62,11582.4,11986.26,0.0,14,0
a6eb4d,LKF45   ,United States,-88.7041,43.1422,188.88,3048.0,2971.8,0.33,14,1
a5cb96,N4725G  ,United States,-82.0692,28.1497,48.18,243.84,281.94,-0.65,14,40
a29723,N266VA  ,United States,-70.803,43.0536,41.67,220.98,137.16,-4.23,14,0
a83e86,JBU1343 ,United States,-76.857,35.6841,211.45,11590.02,11803.38,0.0,14,0
accd5d,N924DM  ,United States,-76.1853,40.1571,32.29,685.8,678.18,-0.33,14,0
4b1882,SWR8T   ,Switzerland,-85.6723,42.7554,172.06,8602.98,8526.78,-9.1,14,0
ac1afa,SWA2402 ,United States,-102.0423,36.0063,228.18,10972.8,11430.0,0.0,14,1
a8e2d6,DAL597  ,United States,-83.3281,28.4123,252.05,11887.2,12428.22,0.0,14,1
a6eb93,ASI670  ,United States,-112.7443,33.6319,50.07,1950.72,2011.68,-2.6,14,1
aa9382,N7804Z  ,United States,-74.274,41.277,43.44,541.02,419.1,-0.33,14,6
a8f5be,PDT5864 ,United States,-78.3774,41.7243,218.18,8534.4,8298.18,0.33,14,0
a9520b,N7YJ    ,United States,-81.3735,29.1384,20.81,274.32,342.9,0.65,14,0
aba15a,CXK1060 ,United States,-104.4453,38.6809,68.76,2819.4,2910.84,-0.65,14,0
a1c705,N2130F  ,United States,-116.6266,43.6351,34.56,,746.76,-3.25,14,0
a03d1f,FFL1272 ,United States,-88.5631,34.3703,236.74,11887.2,12237.72,-0.65,14,0
acd486,DAL2539 ,United States,-81.5481,35.2355,203.85,8542.02,8763.0,0.0,14,0
aa8c99,,United States,-117.1358,45.8672,152.2,4869.18,4945.38,-0.33,14,0
a27d01,N26DT   ,United States,-87.3634,32.655,178.97,9753.6,10111.74,0.0,14,0
a127bb,UAL2051 ,United States,-123.0039,48.995,170.64,3688.08,3657.6,0.0,14,0
a7c2e2,N6DK    ,United States,-81.2089,40.3646,255.01,12496.8,12466.32,0.33,14,0
a94b48,UAL283  ,United States,-102.2145,39.3488,262.02,10096.5,10447.02,7.48,14,1
a3428e,AAL1983 ,United States,-111.5231,33.7424,133.48,3124.2,3276.6,-6.5,14,0
a70b8c,N553LB  ,United States,-81.1884,32.1285,40.64,-38.1,-7.62,-2.93,14,0
a88bee,LIFELN2 ,United States,-104.7252,38.9766,60.19,2324.1,2392.68,-1.3,14,0
aa8c86,N779XC  ,United States,-122.3495,48.394,53.03,883.92,807.72,0.0,14,0
c07bc7,WJA1741 ,Canada,-111.9927,33.439,4.37,,,,14,75
a0dac5,N154TS  ,United States,-105.9241,31.7356,238.36,9753.6,10248.9,0.0,14,0
c0220d,WJA2963 ,Canada,-80.3891,33.8391,242.16,10058.4,10355.58,-0.33,14,0
a34dbf,BMJ1023 ,United States,-94.8615,47.0461,170.14,5166.36,5113.02,0.33,14,0
a21ab0,N2347G  ,United States,-87.0039,44.4228,101.88,2804.16,2651.76,-0.98,14,0
a1c75b,N2132X  ,United States,-122.7236,40.312,73.28,3528.06,3581.4,0.98,14,0
a34dd6,CXK1113 ,United States,-118.0742,33.7592,50.82,762.0,769.62,0.65,14,0
a0579a,N121BZ  ,United States,-83.9994,30.1085,261.88,10660.38,11125.2,3.25,14,0
a33aa7,EDV4647 ,United States,-84.811,39.6307,225.36,9753.6,9845.04,0.33,14,0
aa30c5,N756EP  ,United States,-84.7964,35.3966,63.5,708.66,746.76,1.63,14,0
a8452b,N632AA  ,United States,-80.2181,26.8311,40.97,259.08,320.04,-0.65,14,0
a091d5,DAL2882 ,United States,-96.3987,39.3964,193.2,7315.2,7543.8,0.0,14,0
a4ab61,MVP921  ,United States,-78.4202,31.1249,192.59,12496.8,12923.52,-0.33,14,0
aab9c4,EJM790  ,United States,-81.1179,33.6919,210.41,10965.18,11262.36,-5.2,14,1
ab1612,N813SA  ,United States,-87.6115,36.9527,140.67,7620.0,7833.36,0.0,14,0
ad8a80,N97154  ,United States,-117.1192,33.1156,47.1,952.5,975.36,-3.25,14,0
acd47e,ASA24   ,United States,-76.6649,41.5462,273.78,11277.6,11087.1,-0.33,14,0
ac491d,DAL2388 ,United States,-84.79,33.9548,216.13,3589.02,3718.56,0.33,14,0
a101c3,AAL2664 ,United States,-87.0278,36.1349,211.96,10355.58,10629.9,0.0,14,0
a94b29,UAL470  ,United States,-85.455,33.507,202.33,7589.52,7856.22,7.8,14,0
a1ad45,N207NW  ,United States,-104.9805,40.1395,145.91,7620.0,7917.18,0.0,14,0
a6fe57,N55P    ,United States,-75.1004,39.3088,155.69,12641.58,12603.48,5.85,14,0
adf475,AIP219  ,United States,-88.3265,35.5145,110.82,4213.86,4335.78,0.0,14,0
a915cf,PDT6088 ,United States,-78.6558,34.5189,184.66,3108.96,3200.4,-3.25,14,0
aaef21,VXP52   ,United States,-120.9995,45.6404,226.79,12496.8,12618.72,0.0,14,0
a1ad1f,N207MH  ,United States,-74.0106,40.6856,40.14,403.86,304.8,0.33,14,1
a4270c,N367HR  ,United States,-89.7933,31.2527,80.29,3710.94,3863.34,0.0,14,1
0d0ac1,SLI431  ,Mexico,-84.9628,33.0528,200.62,10972.8,11353.8,0.0,14,0
abd9b6,SWA2505 ,United States,-97.7572,32.5178,215.35,10972.8,11430.0,0.0,14,1
aaf619,N805T   ,United States,-84.0869,41.9549,300.48,12496.8,12420.6,-0.33,14,0
a785fd,JIA5599 ,United States,-83.8241,35.5431,214.91,9753.6,10012.68,0.0,14,0
aaf617,SCX105  ,United States,-103.752,40.2594,213.12,10972.8,11353.8,0.0,14,0
c01b4f,WJA2301 ,Canada,-89.1865,26.9834,223.1,10972.8,11536.68,-0.33,14,1
a2e70b,N2863E  ,United States,-116.3952,43.9354,56.19,1866.9,1889.76,0.0,14,0
a247f0,SKW153C ,United States,-117.8282,47.1267,67.66,3962.4,3947.16,-3.58,14,353
a69b82,N525AA  ,United States,-85.6144,34.1035,102.82,4114.8,4259.58,6.18,14,0
a57b8b,SWA2872 ,United States,-86.0175,33.401,189.94,11376.66,11734.8,10.73,14,0
0d11b0,XAMLF   ,Mexico,-101.5885,25.5548,219.68,7620.0,8046.72,0.0,14,1
aa43c4,RPA3509 ,United States,-75.9178,45.198,151.97,2872.74,2644.14,-6.83,14,0
a94b05,UAL274  ,United States,-98.1472,42.0323,237.2,10668.0,10896.6,0.0,14,0
a94b08,UAL1505 ,United States,-101.0919,40.4376,257.19,10058.4,10363.2,-0.33,14,13
a1510b,N184RM  ,United States,-80.206,26.5156,80.11,266.7,320.04,0.0,14,0
a29748,SWA4137 ,United States,-113.9409,35.1069,210.29,11582.4,12062.46,0.0,14,0
a08acb,RPA4685 ,United States,-80.0954,35.7214,183.03,8023.86,8206.74,5.85,14,0
ae016d,TRICK17 ,United States,-89.5385,30.67,100.76,822.96,906.78,-2.93,14,0
a247e7,N246SP  ,United States,-84.9371,32.7946,57.45,876.3,906.78,0.0,14,0
ad4f04,DSU57   ,United States,-90.8429,33.6852,51.68,541.02,601.98,2.28,14,0
c02237,CFMYW   ,Canada,-89.9248,48.4282,158.4,3383.28,3192.78,-8.45,14,2
a2ba48,ENY3895 ,United States,-97.927,33.6094,200.53,4869.18,5120.64,-8.45,14,0
aa2a15,NDU54   ,United States,-95.7456,46.8542,64.58,1630.68,1600.2,2.6,14,185
aa07f9,UAL2243 ,United States,-87.7859,42.0027,73.57,716.28,693.42,-3.58,14,0
a03183,N111SJ  ,United States,-97.3653,32.8466,65.34,289.56,373.38,-3.25,14,0
abc70e,AUB148  ,United States,-85.0325,31.6869,55.8,1455.42,1524.0,0.33,14,0
a77412,N58FF   ,United States,-105.1019,39.9032,5.66,,,,14,0
a4bdd5,N4040   ,United States,-122.1214,37.6598,6.9,-60.96,-38.1,0.33,14,4
a2e77a,N2866L  ,United States,-80.3871,34.9731,36.62,1417.32,1402.08,-2.28,14,6
a4276a,MVK81   ,United States,-92.9609,44.8285,47.47,716.28,685.8,0.65,14,0
a5f7e9,N484ER  ,United States,-89.3767,43.1396,30.19,792.48,746.76,0.0,14,0
a2d44b,OXF9832 ,United States,-111.8009,33.4104,57.93,678.18,685.8,0.0,14,0
a00915,N101GV  ,United States,-116.313,43.5966,42.79,1127.76,1150.62,-1.3,14,0
a88d05,N650D   ,United States,-91.2044,42.5613,228.53,13106.4,13174.98,0.0,14,0
aa4421,N76015  ,United States,-118.6041,34.223,41.57,662.94,662.94,0.0,14,0
ab0dd7,N811HW  ,United States,-90.618,35.7944,65.34,175.26,205.74,-0.65,14,0
ab774b,AAL1063 ,United States,-80.3675,26.6946,91.11,1249.68,1333.5,-2.28,14,0
a737c7,SWA3911 ,United States,-122.2145,37.7116,0.0,,,,14,3
a487ef,EJA391  ,United States,-82.1457,26.3896,140.79,1447.8,1920.24,-7.48,14,18
ad0725,AAL1126 ,United States,-80.1779,25.8904,143.72,2019.3,2118.36,6.83,14,0
ad0724,N939AM  ,United States,-75.4152,39.6868,124.9,2301.24,2194.56,-9.1,14,0
a71db6,LXJ558  ,United States,-91.2719,34.5223,215.62,13708.38,14043.66,0.65,14,0
a00929,RPA4769 ,United States,-77.0379,38.8489,7.72,,,,14,0
a0dae2,AAL2279 ,United States,-79.435,37.8773,267.75,10066.02,10172.7,0.0,14,0
accd13,AAL1777 ,United States,-82.4811,29.9725,209.35,11582.4,12062.46,0.0,14,0
a9528c,N70DM   ,United States,-81.8735,27.739,48.81,1005.84,1059.18,0.98,14,0
a39113,EDV4828 ,United States,-96.9875,44.7629,200.17,8534.4,8648.7,0.33,14,0
ad072a,DAL1843 ,United States,-83.8883,42.0357,186.34,4221.48,4107.18,-4.88,14,0
a3a4ed,ENY4195 ,United States,-87.7255,41.2947,220.18,5882.64,5875.02,12.03,14,0
accd18,DAL1972 ,United States,-84.0056,35.2816,173.83,4221.48,4335.78,-8.45,14,0
aaa74e,N786FA  ,United States,-116.7247,33.0309,49.52,1226.82,1280.16,-5.53,14,0
a091f3,EDV5067 ,United States,-74.3745,40.3047,173.87,5234.94,5074.92,0.0,14,0
a3910c,N329PH  ,United States,-76.3412,39.5146,26.85,236.22,175.26,-2.93,14,1
a40d46,N360L   ,United States,-117.7309,37.6084,215.27,13152.12,13533.12,-4.88,14,4
a0f4f6,DAL679  ,United States,-81.5711,43.3914,211.71,9753.6,9448.8,0.0,14,0
ab5d58,N831PB  ,United States,-111.7422,33.6447,189.25,5113.02,5349.24,13.33,14,0
ab14d8,N813DM  ,United States,-113.2955,37.1547,75.99,4511.04,4693.92,0.33,14,0
a1a131,SABER4  ,United States,-104.8252,38.982,32.09,1988.82,2034.54,-2.6,14,2
a4fa31,CITT49  ,United States,-98.6943,37.4489,148.87,9997.44,10363.2,5.2,14,0
a22dec,N24CV   ,United States,-118.155,33.6087,41.78,944.88,944.88,-0.65,14,0
c04850,JZA7913 ,Canada,-73.7496,45.4718,13.38,,,,14,0
a42757,N367LR  ,United States,-80.5613,26.2626,49.59,2346.96,2407.92,0.98,14,0
a6a414,N527MT  ,United States,-87.2837,30.619,59.61,723.9,754.38,1.3,14,1
a1b449,RPA5876 ,United States,-75.9302,38.7932,247.36,9166.86,9136.38,-12.68,14,0
a0f4ff,N1607D  ,United States,-116.9398,32.841,50.95,426.72,419.1,-1.3,14,0
a7bd16,N598WC  ,United States,-88.0383,28.6982,192.79,12192.0,12710.16,0.0,14,0
ad67ae,DAL3014 ,United States,-84.4412,33.6381,2.83,,,,14,0
a3ed91,AAL1368 ,United States,-80.2303,26.0103,155.3,3147.06,3299.46,4.55,14,0
aaf4c8,DAL1243 ,United States,-82.2993,29.0864,221.91,6210.3,6522.72,-12.35,14,1
aaeddb,JRE803  ,United States,-78.0986,40.9338,167.08,10363.2,10165.08,0.0,14,0
a4aad3,N40FP   ,United States,-95.8905,29.8052,123.92,1455.42,1546.86,-2.6,14,0
aaf4d0,N805DW  ,United States,-107.6124,37.963,220.97,10355.58,10782.3,-1.3,14,0
ac47de,SWA1915 ,United States,-112.8182,39.2617,264.46,11277.6,11689.08,0.0,14,0
a7d725,EDV5349 ,United States,-83.6923,42.171,121.12,2171.7,2065.02,2.93,14,0
a1ad5a,SKW6949 ,United States,-105.8226,31.7015,223.02,10058.4,10546.08,0.0,14,0
aaf4bd,N805DB  ,United States,-100.7094,40.4818,262.94,12496.8,12832.08,0.33,14,1
ab7781,EJA838  ,United States,-81.3637,26.0559,212.38,4922.52,5234.94,-12.03,14,0
a52147,N43FE   ,United States,-74.288,40.8295,160.34,4754.88,4587.24,9.1,14,0
a39107,BKN29   ,United States,-90.1485,38.415,47.29,723.9,731.52,-0.33,14,81
aaedf4,KSU03   ,United States,-97.6265,38.8013,48.4,647.7,678.18,1.95,14,1
a3f401,DAL1397 ,United States,-97.6814,30.2944,82.88,579.12,617.22,-4.23,14,0
a3ed0f,EJM352  ,United States,-122.9011,38.6093,63.23,701.04,693.42,-3.58,14,0
a189ae,N199AV  ,United States,-73.3322,40.8697,58.95,815.34,716.28,0.0,14,0
a2ba7e,EJA275  ,United States,-86.8034,39.794,282.38,10363.2,10492.74,0.0,14,0
adb7c1,N983RA  ,United States,-111.1976,32.4129,52.69,861.06,868.68,0.0,14,0
a9527a,N70CU   ,United States,-80.2012,35.0084,139.98,5486.4,5608.32,0.0,14,0
accd26,N924BG  ,United States,-75.2406,40.3332,27.99,548.64,228.6,-4.23,14,0
ae1408,ROUGH81 ,United States,-97.977,29.1043,90.61,2598.42,2651.76,55.92,14,0
ae1401,GRINCH1 ,United States,-86.7995,34.8573,84.5,1165.86,1226.82,-0.65,14,0
a3ed1c,DZR352  ,United States,-97.8676,34.4806,199.42,13106.4,13525.5,0.0,14,0
a09f2d,N1391T  ,United States,-90.5128,30.4997,73.59,480.06,487.68,-1.63,14,27
ab5d80,EJA831  ,United States,-77.4395,38.7924,107.42,1249.68,1173.48,0.0,14,0
a22f05,N24QA   ,United States,-71.294,42.4612,0.0,,,,14,0
a39d9b,DAL2675 ,United States,-95.5475,37.8891,244.85,10972.8,11292.84,0.0,14,0
abb440,UAL2447 ,United States,-97.8413,30.3212,174.71,3726.18,3878.58,8.45,14,0
a3915a,AAL2205 ,United States,-81.7086,30.0043,228.65,10668.0,11117.58,0.0,14,0
a3a4b7,N334AM  ,United States,-122.2963,40.5167,8.23,,,,14,0
a892fa,N6511P  ,United States,-122.8268,47.7087,86.36,1158.24,1089.66,0.0,14,0
ae1439,VM714   ,United States,-80.3123,33.2393,232.14,11887.2,12222.48,-0.33,14,0
a069b2,N12577  ,United States,-117.6952,33.9805,38.6,632.46,632.46,2.28,14,2
a4c4a0,N406TM  ,United States,-101.0669,25.3447,224.73,11887.2,12481.56,0.0,14,0
