icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
ace6e2,AAL2937 ,United States,1762987740,1762987740,-83.231,35.4099,9144.0,False,209.45,285.67,0.0,,9387.84,,False,0
a34e97,DAL554  ,United States,1762987740,1762987740,-96.8062,41.8017,10066.02,False,274.02,116.18,0.0,,10287.0,3512,False,0
a0e291,N156XL  ,United States,1762987738,1762987738,-122.2107,37.7288,,True,0.0,216.56,,,,,False,0
a3556f,JBU2166 ,United States,1762987740,1762987740,-70.969,42.4388,518.16,False,69.66,200.31,-3.9,,411.48,3542,False,0
ac1042,SWA2071 ,United States,1762987740,1762987740,-83.059,36.432,10668.0,False,246.74,77.35,0.0,,10904.22,,False,0
ad565a,N959CT  ,United States,1762987739,1762987740,-97.3932,35.1257,883.92,False,46.75,294.03,-4.23,,906.78,,False,0
ae13b5,HOOK23  ,United States,1762987740,1762987740,-97.7747,35.8244,3924.3,False,138.52,344.93,-0.33,,4114.8,,False,0
a2e5ef,N286TA  ,United States,1762987668,1762987668,-86.4814,35.9736,335.28,False,41.06,285.26,-0.98,,396.24,,False,0
a39bf3,N3310W  ,United States,1762987740,1762987741,-94.0928,36.2306,792.48,False,65.8,230.71,-4.55,,815.34,,False,0
a4c527,RPA4461 ,United States,1762987740,1762987740,-74.2864,40.4734,2529.84,False,158.86,73.44,-7.15,,2423.16,6644,False,0
a53ee2,UAL1346 ,United States,1762987740,1762987740,-119.1777,34.1308,6438.9,False,195.05,313.5,12.03,,6682.74,,False,0
a94b51,UAL1945 ,United States,1762987739,1762987740,-113.5335,33.7041,10363.2,False,218.12,292.75,0.0,,10843.26,7334,False,0
ac21e4,DAL2415 ,United States,1762987740,1762987740,-93.6485,44.8062,3726.18,False,181.74,72.54,-10.4,,3703.32,,False,0
aa8075,ENY4137 ,United States,1762987740,1762987740,-82.7367,35.6485,2567.94,False,163.66,155.29,-8.13,,2613.66,,False,0
adda1e,AAL858  ,United States,1762987741,1762987741,-88.4218,42.3467,3032.76,False,202.32,106.55,-0.33,,2971.8,7350,False,0
abad94,SWA1185 ,United States,1762987463,1762987463,-111.9985,33.4322,,True,6.17,84.38,,,,,False,0
a69b92,ASA197  ,United States,1762987741,1762987741,-123.1112,46.3942,7886.7,False,228.0,328.28,6.83,,7940.04,,False,0
a0a734,VJA141  ,United States,1762987740,1762987740,-99.0651,36.3852,13716.0,False,208.2,273.4,0.33,,14119.86,1737,False,0
a9fbb6,N742TW  ,United States,1762987740,1762987740,-112.1766,40.7802,1836.42,False,53.39,327.99,0.33,,1889.76,1200,False,0
3c65a3,DLH452  ,Germany,1762987740,1762987740,-115.7918,34.6713,10538.46,False,228.68,245.97,-4.88,,10980.42,,False,0
a127d3,CXK168  ,United States,1762987454,1762987455,-112.0149,41.186,1318.26,False,34.98,0.0,-2.28,,1356.36,4233,False,0
a94b4d,UAL1466 ,United States,1762987451,1762987451,-74.1727,40.6929,,True,3.6,300.94,,,,0632,False,0
adda24,AAL2189 ,United States,1762987740,1762987740,-83.5002,35.9211,8229.6,False,266.15,124.77,-0.33,,8442.96,1337,False,0
a247b8,EJA246  ,United States,1762987740,1762987740,-76.5717,36.6189,11574.78,False,223.53,198.1,-0.33,,11727.18,3362,False,0
adda23,DAL963  ,United States,1762987740,1762987740,-72.9486,42.2894,3863.34,False,179.44,341.62,8.13,,3672.84,,False,0
4b187f,SWR87F  ,Switzerland,1762987738,1762987740,-66.8046,46.8585,11887.2,False,266.65,95.42,0.0,,11498.58,,False,0
a5cb6e,N4724B  ,United States,1762987653,1762987653,-121.4006,38.6845,60.96,False,43.21,180.0,-1.95,,30.48,,False,0
ad3af3,N95111  ,United States,1762987612,1762987613,-81.2051,32.1264,-45.72,False,0.0,0.0,0.0,,-22.86,,False,0
a83e7b,N630HR  ,United States,1762987722,1762987741,-97.3263,32.9669,457.2,False,44.24,270.0,3.25,,472.44,,False,0
a7c2c0,N6CA    ,United States,1762987740,1762987740,-77.7727,39.2152,1097.28,False,81.09,31.77,-0.33,,1028.7,,False,0
a83e86,JBU1343 ,United States,1762987740,1762987740,-79.8801,26.4723,2956.56,False,135.71,203.46,-9.43,,3131.82,,False,0
a0f4a2,DAL397  ,United States,1762987740,1762987740,-114.396,40.8374,10972.8,False,203.22,269.27,0.0,,11330.94,0546,False,0
a9b558,N7244M  ,United States,1762987740,1762987740,-85.2687,34.1794,2522.22,False,71.0,336.96,0.0,,2598.42,1200,False,0
a6f23d,DAL338  ,United States,1762987740,1762987740,-96.6884,40.8876,10660.38,False,272.18,131.71,0.0,,10934.7,3256,False,0
ac1afa,SWA2402 ,United States,1762987740,1762987740,-111.9255,33.4407,647.7,False,80.25,270.0,-3.9,,662.94,,False,0
a08aaa,N134GG  ,United States,1762987740,1762987740,-118.383,34.2612,594.36,False,62.76,10.39,2.6,,586.74,,False,0
aa30e9,CXK167  ,United States,1762987739,1762987740,-86.6933,33.3685,922.02,False,50.03,4.13,0.33,,967.74,,False,0
a9653d,AAL3063 ,United States,1762987740,1762987740,-80.9888,34.4459,6659.88,False,204.86,184.46,6.18,,6850.38,,False,0
e8021d,LPE2690 ,Chile,1762987703,1762987719,-78.2958,28.7596,11894.82,False,236.23,6.75,0.0,,12405.36,,False,0
a69b9c,N525BB  ,United States,1762987739,1762987741,-95.7226,46.2009,6934.2,False,171.75,305.74,-10.08,,6903.72,,False,0
ae1480,MNTNA18 ,United States,1762987740,1762987740,-97.5635,27.7427,853.44,False,87.58,266.97,2.93,,906.78,,False,0
aded77,JBU856  ,United States,1762987740,1762987740,-73.6607,40.5989,617.22,False,84.53,301.56,-3.9,,525.78,3571,False,0
a902e3,N68WS   ,United States,1762987739,1762987740,-88.4636,42.275,990.6,False,125.28,123.1,-5.2,,960.12,1200,False,0
ad41cd,SWA3279 ,United States,1762987740,1762987740,-121.749,37.8967,2125.98,False,140.65,290.56,0.0,,2148.84,,False,0
ae279c,DSTY615 ,United States,1762987500,1762987500,-76.6014,36.6846,76.2,False,34.94,166.37,-0.65,,45.72,,False,0
a45b96,DAL1896 ,United States,1762987427,1762987428,-111.9942,40.7865,,True,6.43,112.5,,,,1360,False,0
aab9a3,N790SP  ,United States,1762987698,1762987727,-74.9563,38.8701,1402.08,False,43.3,193.05,0.65,,1318.26,,False,0
a0eda0,N159WP  ,United States,1762987740,1762987740,-81.1069,29.0386,213.36,False,78.91,79.86,-0.65,,259.08,,False,0
a94b48,UAL283  ,United States,1762987738,1762987740,-89.6921,33.9014,11277.6,False,248.77,122.24,0.0,,11628.12,3263,False,0
a9521f,N7ZD    ,United States,1762987517,1762987539,-78.7138,35.3982,137.16,False,46.04,219.56,-1.63,,121.92,,False,0
e80241,LAE1812 ,Chile,1762987740,1762987740,-80.1201,25.5018,3619.5,False,189.34,148.56,13.33,,3787.14,,False,0
a8dbbd,PDT6125 ,United States,1762987740,1762987740,-81.4077,35.5087,2682.24,False,159.65,82.97,-6.18,,2705.1,,False,0
aa8c86,N779XC  ,United States,1762987670,1762987670,-122.2505,48.5117,906.78,False,47.24,35.25,0.0,,838.2,,False,0
478854,SAS910  ,Norway,1762987740,1762987740,-73.8738,40.8669,3543.3,False,194.39,47.14,8.13,,3383.28,1130,False,0
a0dac5,N154TS  ,United States,1762987740,1762987740,-117.412,33.8222,2506.98,False,124.7,261.94,-3.58,,2598.42,,False,0
a6eb1e,GJS4471 ,United States,1762987739,1762987740,-77.5283,38.9137,1097.28,False,105.13,191.86,16.91,,1059.18,,False,0
c0220d,WJA2963 ,Canada,1762987740,1762987740,-74.0402,43.4126,10058.4,False,231.21,16.02,0.0,,9761.22,6177,False,0
a41412,DAL959  ,United States,1762987740,1762987740,-82.1253,27.491,8747.76,False,232.14,163.65,-11.38,,9212.58,7165,False,0
a3f2f4,N35345  ,United States,1762987740,1762987740,-97.8124,47.5087,1356.36,False,44.64,295.97,-1.63,,1325.88,,False,0
a1510f,N184RR  ,United States,1762987740,1762987740,-112.0651,33.8024,1638.3,False,45.51,5.84,1.3,,1714.5,,False,0
a1a110,MXY786  ,United States,1762987741,1762987741,-82.6476,30.207,10668.0,False,220.48,353.7,0.0,,11109.96,6247,False,0
a8452b,N632AA  ,United States,1762987740,1762987740,-80.1698,27.1102,1844.04,False,47.87,339.23,1.95,,1927.86,,False,0
a22dce,N24BQ   ,United States,1762987581,1762987581,-90.5049,41.6752,967.74,False,54.33,65.38,-2.93,,998.22,,False,0
a69b62,N5249E  ,United States,1762987740,1762987740,-94.4282,45.6059,1348.74,False,42.07,282.0,-0.65,,1310.64,,False,0
aab9c7,OUA24   ,United States,1762987740,1762987740,-96.0231,34.1595,1630.68,False,61.39,129.56,0.0,,1676.4,,False,0
a58267,EJA454  ,United States,1762987741,1762987741,-84.5441,38.2133,13106.4,False,168.07,262.61,0.0,,13251.18,,False,0
ad8a80,N97154  ,United States,1762987741,1762987741,-117.2916,33.1261,182.88,False,39.57,254.16,2.6,,182.88,,False,0
a52bfb,EJA432  ,United States,1762987740,1762987740,-86.5289,36.1891,1577.34,False,114.69,18.03,-9.75,,1638.3,1110,False,0
aa30ab,N756DN  ,United States,1762987740,1762987740,-117.0279,32.5514,609.6,False,41.34,253.37,3.58,,601.98,,False,0
ab1614,SCU42   ,United States,1762987712,1762987712,-96.4675,36.0307,1402.08,False,41.48,43.99,-5.85,,1455.42,,False,0
ac2f18,SWA1796 ,United States,1762987739,1762987740,-92.7035,31.8512,11178.54,False,254.41,138.61,-5.2,,11620.5,6234,False,0
a101c3,AAL2664 ,United States,1762987740,1762987740,-98.8296,35.8071,10370.82,False,216.69,260.98,0.0,,10774.68,5747,False,0
a94b29,UAL470  ,United States,1762987740,1762987740,-94.7623,30.081,1584.96,False,133.93,201.64,-5.2,,1668.78,2261,False,0
a8f5c5,N677AM  ,United States,1762987741,1762987741,-115.1538,36.2041,891.54,False,48.97,340.99,0.98,,929.64,,False,0
a1ad45,N207NW  ,United States,1762987740,1762987741,-98.1738,35.6958,2712.72,False,140.75,86.23,-9.1,,2834.64,,False,0
a785cd,N584LQ  ,United States,1762987740,1762987741,-118.467,34.217,1310.64,False,61.43,291.62,0.0,,1341.12,,False,0
a6fe57,N55P    ,United States,1762987740,1762987740,-78.6306,30.9463,13106.4,False,193.84,195.55,-0.33,,13525.5,1634,False,0
ac718d,N9000J  ,United States,1762987738,1762987738,-121.7028,38.8885,45.72,False,44.86,126.61,-0.65,,45.72,,False,0
a71e5c,JIA5122 ,United States,1762987478,1762987495,-75.1705,39.8857,312.42,False,61.41,254.45,-3.25,,236.22,5703,False,0
a915cf,PDT6088 ,United States,1762987740,1762987740,-78.9285,34.2588,5791.2,False,185.21,270.48,-0.33,,5981.7,,False,0
ae017a,SWIFT06 ,United States,1762987740,1762987740,-86.3963,32.5787,11574.78,False,205.69,338.89,-0.33,,11971.02,2612,False,0
af2172,BGST426 ,United States,1762987740,1762987740,-96.5378,28.5411,8229.6,False,160.25,61.21,0.0,,8648.7,,False,0
a0f4b5,DAL939  ,United States,1762987741,1762987741,-116.5554,35.0501,10668.0,False,263.94,47.29,0.33,,11094.72,,False,0
adda95,N992FG  ,United States,1762987711,1762987711,-78.3123,36.0024,426.72,False,62.66,57.75,0.0,,396.24,,False,0
aaef21,VXP52   ,United States,1762987740,1762987741,-113.2319,37.1806,11094.72,False,218.21,164.13,-5.2,,11559.54,1642,False,0
a28423,EJA261  ,United States,1762987740,1762987740,-122.294,42.1487,12184.38,False,261.25,356.73,0.33,,12374.88,,False,0
0d0ac1,SLI431  ,Mexico,1762987328,1762987438,-92.3507,28.3782,11582.4,False,196.15,230.21,-0.33,,12146.28,2104,False,0
abd9b6,SWA2505 ,United States,1762987554,1762987554,-108.8328,34.384,10972.8,False,223.78,269.87,0.0,,11490.96,2772,False,0
c02e91,JZA909  ,Canada,1762987741,1762987741,-84.6175,42.8807,9144.0,False,187.49,262.11,0.0,,9037.32,2217,False,0
c02e92,JZA555  ,Canada,1762987740,1762987740,-77.8958,42.7028,8458.2,False,213.27,290.62,-5.2,,8199.12,2667,False,0
a34db4,N3116B  ,United States,1762987741,1762987741,-99.1694,32.191,10668.0,False,235.63,89.37,0.0,,11155.68,,False,0
aaf617,SCX105  ,United States,1762987740,1762987740,-114.1802,36.426,4724.4,False,172.27,232.03,-7.8,,4914.9,,False,0
c01b4f,WJA2301 ,Canada,1762987740,1762987741,-94.6721,35.2581,10972.8,False,202.08,325.06,0.0,,11346.18,6115,False,0
0d0ac8,VIV511  ,Mexico,1762987740,1762987740,-115.6873,31.5317,11277.6,False,233.98,133.49,0.33,,11811.0,,False,0
a57b8b,SWA2872 ,United States,1762987740,1762987740,-95.1066,30.2319,11582.4,False,195.59,244.45,0.0,,12092.94,,False,0
a69b82,N525AA  ,United States,1762987740,1762987740,-82.6751,30.6475,2667.0,False,143.05,106.94,0.0,,2804.16,,False,0
a69b86,JIA5259 ,United States,1762987740,1762987740,-80.4697,38.0117,10058.4,False,278.2,65.99,0.33,,10187.94,,False,0
aa56f8,UAL1001 ,United States,1762987740,1762987740,-77.5229,43.8328,11582.4,False,206.74,263.14,0.0,,11292.84,3476,False,0
aa56f7,UAL1894 ,United States,1762987740,1762987740,-105.4451,39.1637,6149.34,False,197.81,50.8,-0.98,,6393.18,,False,0
47880d,SAS931  ,Norway,1762987740,1762987740,-106.6327,42.7341,11582.4,False,216.5,216.11,0.0,,11902.44,3627,False,0
a94b08,UAL1505 ,United States,1762987740,1762987740,-84.8797,41.9492,10668.0,False,270.09,90.33,0.0,,10622.28,6546,False,0
a1775f,DAL887  ,United States,1762987740,1762987740,-82.753,40.2049,10980.42,False,187.36,271.89,0.0,,10995.66,2763,False,0
aadc11,N79919  ,United States,1762987710,1762987728,-97.1966,33.2067,,True,5.92,36.56,,,,1200,False,0
